2025-04-01,Friends,Friends,,150
2025-04-01,Chimney,Chimney,,110
2025-04-01,EMI,Sukanya Yojna,,1000
2025-04-01,Water,Water,,35
2025-04-01,Bills,Room Rent,,11000
2025-04-01,Vegetables,Veggies,,100
2025-04-01,Tea,Tea,,30
